,Corr,p-value
southern,0.004006847689288897,0.07621935160662908
fatca,0.004007599479995246,0.07616424800062162
bermuda,0.004007690060253192,0.07615761098106727
harwich,0.004007690060253219,0.07615761098106598
fishing,0.0040076900602532255,0.07615761098106598
sci,0.004007690060253252,0.07615761098106598
cfd,0.004009431632571648,0.07603009376657391
tunnelling,0.004030903845113043,0.07447217348333607
tobacco,0.004032000262310818,0.07439332787393858
durrington,0.004046791994271447,0.0733362762734965
cobol,0.004048028847347464,0.0732484472900859
hosted,0.004049328314633402,0.07315626477812337
syndication,0.004052980189249731,0.07289771361310025
employee,0.004053382897564271,0.07286924786898971
thames,0.004061798216530313,0.07227648288963644
switching,0.00406525482933691,0.07203414993556684
iptv,0.004065254829336914,0.07203414993556684
encryption,0.004066438487584886,0.07195132025126094
fullservice,0.004066502537826627,0.07194684038958724
heddlu,0.004068224385862627,0.07182649485944959
comisiynydd,0.004068224385862627,0.07182649485944959
throsedd,0.004068224385862627,0.07182649485944959
airb,0.004076375458192737,0.0712590261933027
randstad,0.004076375458192739,0.0712590261933027
cpe,0.004076375458192739,0.0712590261933027
converged,0.004076375458192745,0.0712590261933027
mission,0.0040785657833645236,0.07110716617425954
asda,0.00408014004411331,0.07099818319658231
themer,0.0040828277291177035,0.07081243655861366
imagining,0.00408282772911771,0.07081243655861366
designated,0.004082827729117718,0.07081243655861366
freelane,0.004082827729117718,0.07081243655861366
coordinatorbusiness,0.004082827729117718,0.07081243655861366
conwall,0.004082827729117719,0.07081243655861366
15m,0.0040828277291177235,0.07081243655861366
intelligenc,0.0040828277291177235,0.07081243655861366
podiatry,0.004082827729117738,0.07081243655861366
senegal,0.00408282772911774,0.07081243655861366
shore,0.004083343461651493,0.07077683975490875
indirects,0.00408772952256624,0.07047469849850385
ubuntu,0.004088221893223343,0.07044084686277532
la,0.00409125722012228,0.0702324554983157
radia,0.0040982703182462455,0.06975290313907878
cdmc,0.004098527658712607,0.06973535757199567
sybase,0.004098563056133722,0.06973294444523845
rmo,0.004102014697315561,0.06949796698381555
mo,0.004104932682889626,0.06929982671831383
reseller,0.004109741905693772,0.06897427819098292
stb,0.004111468239127908,0.06885772517886102
bse,0.004113571609654711,0.06871593534391175
rseaux,0.004117414594721841,0.06845749643041642
architecte,0.004117414594721841,0.06845749643041642
scurit,0.004117414594721841,0.06845749643041642
consultantself,0.004121257579788978,0.06819985701688559
packaged,0.004121393595025042,0.06819075297988236
interactive,0.004127003220251509,0.06781614823976417
cedare,0.0041271501568918975,0.06780635876197186
md,0.004134491783961608,0.06731870971367408
voltage,0.004136530551575074,0.06718380291457715
shanghai,0.004140973470704976,0.06689058233268999
inpector,0.004142938252015657,0.06676124852471593
vetronics,0.004143469866984774,0.06672628982341146
coverage,0.004145480693347859,0.0665941953263245
covered,0.004146877480236477,0.0665025649103452
moscow,0.004148877845061476,0.06637152013414918
obstetric,0.0041526184730420876,0.06612704075966758
competitive,0.004157352373452523,0.06581870743942199
petite,0.004162577900484181,0.06547972992342821
opener,0.004165782979821243,0.06527253102055444
paediactric,0.004168982924661464,0.065066203745416
riser,0.004169073354002406,0.06506038083237448
southeast,0.004177531979525617,0.06451761179611636
eengineering,0.00418031145032047,0.06434007789309389
req,0.004197598457412819,0.06324493282899626
forex,0.004198612359104037,0.0631811825777556
drink,0.00419963332838791,0.06311704161779814
result,0.004199720207198436,0.0631115860651779
mgr,0.004202379384862502,0.06294479149362316
londo,0.0042027100254998,0.06292407784746698
cardiorespiratory,0.00421233632587984,0.06232348484978355
capability,0.004216431199255978,0.06206944380344014
varied,0.004217491156664364,0.06200382509523735
latam,0.004224144860479635,0.06159322468795897
imanage,0.004226628142255964,0.061440559198944276
iseb,0.0042285463459927446,0.06132284777930437
analystbankinglondonup,0.004234050124977717,0.06098614218248589
observational,0.004234140705235668,0.06098061357398236
vnxe,0.004234140705235705,0.06098061357398214
heathcare,0.004234140705235719,0.06098061357398214
wayside,0.004234140705235722,0.06098061357398214
hnwi,0.004234140705235722,0.06098061357398214
sso,0.004234140705235724,0.06098061357398214
transformational,0.004234140705235749,0.06098061357398214
softwareclient,0.004234140705235752,0.06098061357398214
syclo,0.004234140705235764,0.06098061357398214
geog,0.004236547131802726,0.060833888177457815
fgpga,0.004236547131802742,0.060833888177457815
buyermcips,0.0042365471318027426,0.060833888177457815
babd,0.004236547131802744,0.060833888177457815
engineerheywood,0.00423654713180275,0.060833888177457815
benarty,0.004239213199683331,0.060671673510240144
screening,0.004240657046039275,0.060583973610019444
tomcat,0.00424235096010912,0.06048121843558776
tuning,0.0042466118176887275,0.06022338741571982
feminine,0.004248294576076104,0.060121812441150196
blug,0.00425044453885166,0.05999224271012087
managercyps,0.004251919072071242,0.05990351237370071
therpiast,0.004252256756834279,0.05988320744646542
birming,0.004252256756834281,0.05988320744646542
professional,0.0042537522669374595,0.05979335129208023
livelink,0.004259942964734388,0.05942257853239162
routing,0.004260057541582616,0.05941573432602572
esb,0.004260057541582622,0.05941573432602572
po,0.004261225289156675,0.05934601665427793
cdn,0.004261272107700826,0.059343222878185324
plain,0.004261272107700844,0.059343222877319135
advantage,0.004261272107700855,0.059343222877319135
label,0.004263505411428101,0.059210082896672345
storekeeper,0.004274976982473975,0.058530098551713504
ago,0.004274976982473977,0.058530098551713504
hopsital,0.004274976982473979,0.05853009855256419
depository,0.004274976982473986,0.05853009855256419
initiation,0.004274976982473987,0.05853009855256419
collect,0.004274976982473988,0.05853009855256419
bro,0.004274976982473988,0.05853009855256419
nq4,0.00427497698247399,0.05853009855256419
fiserv,0.004274976982473991,0.05853009855256419
favour,0.004274976982473991,0.05853009855256419
prpc,0.0042749769824739926,0.05853009855256419
opertaions,0.004274976982473994,0.05853009855256419
ipcc,0.004274976982473997,0.05853009855256419
ttt,0.004274976982474003,0.05853009855256419
eproduction,0.004274976982474007,0.05853009855256419
rtos,0.004278832677309526,0.058303011292586006
co,0.004282364962233051,0.05809561465786855
mcafee,0.004290855571622136,0.05759959882377903
capacity,0.0042925828622484095,0.05749912383621789
uae,0.004297050718962882,0.057239908310965225
dell,0.004299130811101228,0.05711955778670036
primavera,0.004301610157691793,0.0569763821282204
overseas,0.0043032207055570815,0.056883537343310926
somerset,0.0043051589063263,0.056771970967950176
connector,0.004318174575617088,0.056027473107375596
author,0.004319826052928244,0.0559335923154909
experiential,0.0043205694492956925,0.05589137557650545
nam,0.00432430085996359,0.055679873222622106
employment,0.004326551317537135,0.05555263631389625
integra,0.004327891272258497,0.05547699276469914
mhra,0.0043295473704271815,0.05538362079726645
economics,0.0043419487684903035,0.054688575645458315
richardson,0.004343254017166589,0.05461584703758813
norman,0.004343254017166589,0.05461584703758813
plsql,0.004347031445174287,0.0544058227360108
treaty,0.004354728625799334,0.05397994586249326
telecomms,0.004355392885725395,0.05394332384563763
barnstapledevon,0.004355939192248982,0.05391322038624253
critical,0.004358084609587938,0.053795135790019814
opengl,0.004368249079129329,0.0532386103975181
camberwell,0.00437578015829976,0.05282937727718949
lsms,0.004379069118024549,0.052651484222286764
sip,0.004384071282597205,0.052381887499669294
empower,0.004386689696443397,0.052241226283486826
orthopaedic,0.004388497464468616,0.052144297403009514
inves,0.004390266534487759,0.05204958909334898
authorisation,0.004391718030983534,0.05197198978463837
pmi,0.004392237094310278,0.05194426333595211
ops,0.004401775088235586,0.05143697763772899
whilst,0.004403076484711496,0.051368084411332574
insure,0.004403076484711496,0.051368084411332574
interior,0.0044082996213739055,0.05109235903181984
superdome,0.0044091894273073145,0.05104551062210634
mt,0.004410591743197885,0.05097175150957787
guardian,0.004415301221221806,0.05072469495125368
worksop,0.004420136241215332,0.05047209689313037
footwear,0.0044214086291963625,0.050405798432759316
analsyt,0.004426104615765614,0.050161742891060325
permenant,0.0044319228139347855,0.04986073937313352
coming,0.004435371268643195,0.049683050049336465
capture,0.0044439849076244875,0.04924153184189241
json,0.004444408590439527,0.04921989991780268
auv,0.004446094798549143,0.04913388639068719
binutils,0.004446168757208921,0.04913011664593585
buyside,0.004446168757208936,0.04913011664593585
corporates,0.004446168757208937,0.04913011664593585
xen,0.00444616875720895,0.04913011664593585
player,0.004453968842658002,0.048733899237415834
snp,0.0044605007699602215,0.04840416708576936
firmtotal,0.004460500769960241,0.04840416708647258
autonomous,0.004460500769960254,0.04840416708647258
toxicology,0.004460591350218252,0.04839960779398121
financi,0.004460591350218255,0.04839960779398121
corporation,0.004460591350218291,0.04839960779398121
physical,0.0044609283782864415,0.048382646893936974
pace,0.0044633993382160765,0.04825844851931301
discharge,0.004464951825186721,0.04818055262082948
ember,0.004467126235830243,0.04807162936020874
rcb,0.004467126235830258,0.04807162936020874
xamarin,0.004467126235830271,0.04807162936020874
ultrasound,0.004468772804971192,0.04798928511184308
ireland,0.004477424661268555,0.047558554497924385
mammography,0.004481618279937041,0.047350948518735995
teststand,0.004482498176098769,0.04730748593476816
cleard,0.004482498176098769,0.04730748593476816
cia,0.004482829109342656,0.04729114812810499
netbackup,0.004483148087110555,0.04727540504109069
agricultural,0.004489066789970985,0.04698408729886929
transactional,0.004489211238052215,0.04697699650532479
refferal,0.00450334523199092,0.04628751525092479
27001,0.004514854230228548,0.04573239777480286
le,0.0045166826867564045,0.04564472361692762
om,0.004532158456164502,0.044908319970660325
different,0.004534005252518222,0.04482111435083526
liquid,0.004534797496283266,0.044783748444699664
radiology,0.004535059739224604,0.04477138563448284
carbon,0.004538493771079471,0.044609761978806
qt,0.00454649966216962,0.04423487302633514
blade,0.0045468793511142325,0.044217159712493175
ccvp,0.004546879351114319,0.044217159712489205
nz,0.00455710674691381,0.04374227713412787
profitability,0.004562024701987096,0.04351546253352567
systemverilog,0.004564502612894122,0.043401558921555616
rac,0.004567336332328678,0.04327160848037378
bharain,0.004568940132482294,0.043198206230610624
proe,0.0045777069334628495,0.04279882691232373
ficc,0.0045789044720001195,0.04274451509005584
pow,0.004591026921728175,0.04219800021804093
equipment,0.004593971303376826,0.04206615498958627
ultra,0.004594086076815415,0.04206102266512589
neuro,0.004594146590180325,0.042058316901999855
hessen,0.004595225738067759,0.04201008917006066
bonuscarpackage,0.00459522573806776,0.04201008917006066
watercoolers,0.004595225738067762,0.04201008917006066
creek,0.004595225738067766,0.04201008917006066
enterprsie,0.00459522573806777,0.04201008917006066
og,0.004595225738067772,0.04201008917006066
investme,0.004595225738067773,0.04201008917006066
foresnsic,0.004595225738067773,0.04201008917006066
issuesdriven,0.004595225738067774,0.04201008917006066
develooper,0.004595225738067775,0.04201008917006066
g,0.004595225738067775,0.04201008917006066
entert,0.004595225738067776,0.04201008917006066
ori,0.0045952257380677776,0.04201008917006066
sfsuccess,0.0045952257380677776,0.04201008917006066
lld,0.004595225738067779,0.04201008917006066
edd,0.004595225738067781,0.04201008917006066
aware,0.004595225738067781,0.04201008917006066
sptm,0.004595225738067781,0.04201008917006066
ccea,0.004595225738067783,0.04201008917006066
jacket,0.004595225738067783,0.04201008917006066
enteral,0.004595225738067783,0.04201008917006066
topside,0.004595225738067783,0.04201008917006066
supplied,0.004595225738067784,0.04201008917006066
smgr,0.004595225738067784,0.04201008917006066
managerbankmilton,0.004595225738067784,0.04201008917006066
hec,0.0045952257380677845,0.04201008917006066
managerparis,0.0045952257380677845,0.04201008917006066
kwernel,0.0045952257380677845,0.04201008917006066
hsp,0.004595225738067786,0.04201008917006066
innovatio,0.004595225738067786,0.04201008917006066
conusltants,0.004595225738067787,0.04201008917006066
leathergoods,0.004595225738067787,0.04201008917006066
unitized,0.004595225738067789,0.04201008917006066
informatincs,0.004595225738067789,0.04201008917006066
sect,0.00459522573806779,0.04201008917006066
infrastructrue,0.00459522573806779,0.04201008917006066
escape,0.00459522573806779,0.04201008917006066
perweek,0.004595225738067792,0.04201008917006066
oim,0.004595225738067794,0.04201008917006066
sahara,0.004595225738067797,0.04201008917006066
threaded,0.004595225738067798,0.04201008917006066
aph,0.004595225738067801,0.04201008917006066
usercentric,0.0045952257380678044,0.04201008917006066
londoned,0.004595225738067812,0.04201008917006066
arbitrage,0.004595225738067812,0.04201008917006066
guru,0.004604210959933094,0.04161034858576877
ro,0.004619106801706068,0.040954748013998316
interaction,0.004623247119406943,0.040774085100683526
conception,0.0046265719160061515,0.04062949687888027
underground,0.00462694215332891,0.04061342298446982
decent,0.004628106738294836,0.04056289753939366
responsive,0.004629427538590883,0.04050565919827232
prepaid,0.004631065406717023,0.04043477549404636
guided,0.0046310654067170266,0.04043477549404636
pupillage,0.00463106540671704,0.04043477549463573
iia,0.004631065406717043,0.04043477549463573
solutio,0.0046310654067170465,0.04043477549463573
2012,0.004634525698646193,0.04028536664407266
qualifed,0.0046347699270483005,0.04027483903493299
mapping,0.004642954713771935,0.039923375840101694
thread,0.004643563471364073,0.039897339447582635
influential,0.004661076510404431,0.03915445696267838
solar,0.004669591848892158,0.0387975115927105
hdu,0.004672558736058014,0.03867379698516382
satellite,0.0046731805937934795,0.038647909016509704
servic,0.004674979834657719,0.03857308945355435
xtrain,0.004677460281953055,0.038470144481788
gnss,0.004678799191723338,0.03841467337548013
prevention,0.00468262214484725,0.038256662283346655
northwest,0.0046839047293833515,0.0382037741738306
understanding,0.0046870419952007025,0.03807466916114519
oat,0.00468704199520071,0.03807466916114519
tivolibackup,0.004687041995200716,0.03807466916114519
pen,0.00468704199520072,0.03807466916114519
biostatisticians,0.0046870419952007225,0.03807466916114519
testng,0.004687041995200731,0.03807466916114519
27000,0.004687041995200732,0.03807466916114519
flexpod,0.004687041995200738,0.03807466916114519
throughput,0.004687041995200742,0.03807466916114519
specflow,0.004687041995200744,0.03807466916114519
emr,0.004687041995200751,0.03807466916114519
consulta,0.004687041995200778,0.03807466916114519
dire,0.0046870419952007945,0.03807466916114519
abl,0.004687041995200806,0.03807466916114519
consultantlondon,0.004689720722463073,0.03796472777891913
leade,0.004691812762754881,0.037879053314037577
ii,0.00469452954696134,0.03776803946612207
electrooptic,0.004697705339857781,0.037638620491760526
toolkit,0.004697705339857792,0.037638620491760526
ig,0.004697705339857792,0.037638620491760526
cre,0.004698049382349551,0.037624622853276675
cathodic,0.004704950107860486,0.03734479543601098
managerlift,0.004706876855060042,0.037266982068495144
moss,0.004707004955543636,0.03726181351549163
sys,0.004708147685719658,0.037215734035344304
gmp,0.004711322490300247,0.03708796766935331
certification,0.004715701562421513,0.03691234992071616
backbonejs,0.004718968210548306,0.03678180631941291
ia,0.00471896821054833,0.03678180631941291
medtech,0.004723325240305304,0.036608300493921456
ebooks,0.0047284492203947944,0.03640514581111787
tm1,0.004731872975221016,0.03626993747333747
mega,0.00473233212419728,0.03625183769749417
mro,0.004748254570026601,0.035628916101321614
nihr,0.00475153513889179,0.03550171367751437
8a,0.004757877230998041,0.03525690056161478
run,0.004767569648432418,0.03488554455911967
solictor,0.004771265281045233,0.03474483195665515
vcs,0.00477456504120029,0.03461960224603922
fasttracked,0.004777622253193735,0.03450392179093943
knowledge,0.004782628830971255,0.0343151933747088
brussels,0.004783450498471013,0.03428430413774146
technlogy,0.004787374991424052,0.03413709685290904
basis,0.004797071307638205,0.03377570363883464
o,0.004803194869177939,0.03354916077805241
pac,0.004804745909263595,0.033491986348622625
litigator,0.00480703935973163,0.033407597946657076
analytic,0.004815962056225127,0.03308101228742372
inspirational,0.004815962056225172,0.03308101228742372
bgp,0.004822912382190296,0.032828515599906384
mri,0.004823878672593196,0.0327935424618379
dcdc,0.00482472210567979,0.03276304200262781
actionscript,0.004825848298894579,0.03272235416700857
fin,0.0048320950777236485,0.032497451310046506
madrid,0.004832941782756566,0.03246706951239402
break,0.004834557909516727,0.032409146566312705
macro,0.0048451000324655534,0.032033478584120284
non,0.004847785107159566,0.031938394626532245
involved,0.004849710886790598,0.03187034793248892
handson,0.004849931112085698,0.031862574280444186
parnter,0.004851424742542801,0.031809894053850686
arinc,0.0048514247425428085,0.031809894053850686
cquins,0.004851424742542813,0.031809894053850686
electricaldrilling,0.004851424742542814,0.031809894053850686
conwa,0.004851424742542814,0.031809894053850686
ascomm,0.004851424742542815,0.031809894053850686
relaying,0.0048514247425428154,0.031809894053850686
vbnetaspnet,0.004851424742542816,0.031809894053850686
phambra,0.004851424742542816,0.031809894053850686
wiltshi,0.004851424742542817,0.031809894053850686
peadiatrics,0.004851424742542819,0.031809894053850686
afc,0.004851424742542819,0.031809894053850686
heartfordshire,0.00485142474254282,0.031809894053850686
qvw,0.00485142474254282,0.031809894053850686
qvd,0.00485142474254282,0.031809894053850686
rolebuckinghamshire,0.004851424742542821,0.031809894053850686
bredbury,0.004851424742542822,0.031809894053850686
sfia,0.004851424742542829,0.031809894053850686
caso,0.004851424742542829,0.031809894053850686
linco,0.00485142474254283,0.031809894053850686
vn,0.004851694451705818,0.03180038939728918
asta,0.004856639319116921,0.03162656141996832
leider,0.0048641065932643335,0.031365607389542076
actuariaat,0.004864106593264334,0.031365607389542076
parenting,0.004876941628920385,0.030921385202700814
voip,0.004882159183152243,0.030742355013397598
antenna,0.004889601762627134,0.030488518138268347
gherkin,0.004889920716028367,0.030477680249837446
pure,0.004893622133629996,0.030352149647865086
eda,0.0048952919761292655,0.030295663837107835
join,0.004900751707912222,0.03011160731450946
neurovascular,0.004913402059925258,0.029688832573893275
managercustomer,0.004913492640183226,0.029685823882271048
fuctional,0.0049134926401832426,0.029685823882271048
ffe,0.004913492640183249,0.029685823882271048
traveler,0.004913492640183252,0.029685823882271048
managersoftware,0.004913492640183269,0.029685823882271048
maanger,0.004913492640183288,0.029685823882271048
glou,0.004913492640183319,0.029685823882269938
th,0.004913492640183322,0.029685823882269938
take,0.004914143476977929,0.029664213552611188
availability,0.004915118781602404,0.029631854948077862
vmwa,0.0049154744936615695,0.029620060710174662
inforation,0.004915474493661578,0.029620060710174662
softwe,0.004915474493661578,0.029620060710174662
sharding,0.004915474493661581,0.029620060710174662
managerfluids,0.004915474493661582,0.029620060710174662
analyticsretail,0.004915474493661582,0.029620060710174662
managercredit,0.004915474493661582,0.029620060710174662
probono,0.004915474493661585,0.029620060710174662
appian,0.004915474493661587,0.029620060710174662
nii,0.0049154744936615894,0.029620060710174662
irr,0.0049154744936615894,0.029620060710174662
psychiatric,0.004915921278379582,0.029605252522094894
lagan,0.004924271690884426,0.029329656555381504
isu,0.004926900045929999,0.029243368628161185
nonclinical,0.0049320771521162154,0.029074044855590963
46,0.004937585825921512,0.028894804014234166
camhs,0.0049378049550555725,0.0288876937223894
examiner,0.004945914555116059,0.028625611096923024
river,0.004947518630991333,0.028574014540344205
blue,0.004949181421621266,0.028520613941209885
dress,0.004954305027784422,0.028356609267792505
surveying,0.004955022656264435,0.028333703250393274
produced,0.0049583270897100695,0.028228434483928137
spss,0.004961233123554972,0.02813613615562084
statistician,0.004961241747509962,0.028135862638326025
acc,0.0049613071292785044,0.028133789065511967
average,0.004963205922630331,0.028073626543547413
norfolk,0.004963770360090614,0.028055763958631103
episerver,0.004963879375831627,0.028052315099364185
rtr,0.004966889265937186,0.02795723738917921
pkg,0.004968262968360792,0.027913936688155293
walling,0.004971477355065439,0.027812841342649993
geopak,0.004974400264690828,0.02772118741874908
subcontract,0.004974530467797466,0.02771711069508114
ram,0.0049761628430500275,0.027666044080673052
min,0.004977639149071918,0.02761992977382833
betting,0.004978541288119509,0.027591782951262123
discounting,0.004980453563032871,0.02753220158553894
endpoint,0.004980453563032891,0.02753220158553894
profile,0.0049865898162303,0.027341761200311756
prac,0.004994942012948955,0.02708437540123934
quinsy,0.005000710788413636,0.02690782517603815
solver,0.005000858705733211,0.02690331134264557
lo,0.005000858705733212,0.02690331134264557
specailist,0.005000858705733215,0.02690331134264557
snam,0.005000858705733233,0.02690331134264557
bluecoat,0.005000858705733236,0.02690331134264557
juniormid,0.005000858705733245,0.02690331134264557
deve,0.0050051441452278285,0.026772820757424286
spm,0.005005479082199501,0.026762645074971007
spatial,0.005008180613053742,0.026680692212985028
heldesk,0.005013130923975552,0.026531083368619646
resident,0.005013907070026951,0.02650769243748877
chemical,0.00501931624937651,0.026345168676823672
dietitian,0.005025919367988758,0.02614793960935665
exclusive,0.005026241475948703,0.02613835127491573
eclinical,0.005027128063918466,0.02611197549936549
sdm,0.0050272561644019165,0.02610816644371773
gwt,0.005027256164402052,0.026108166444096543
thailand,0.005033393978743291,0.02592622108818625
approved,0.005038356604210898,0.025779914816711297
indemnity,0.005042557652980194,0.025656619670618115
discipine,0.005043573995899084,0.025626868106748055
cf,0.005049363027172822,0.025457973380560498
oem,0.005055292521768701,0.025285979934674133
aws,0.005057272303950113,0.025228777911138124
rdbms,0.0050585853863552785,0.025190900711337682
axure,0.005059281285287857,0.02517084676113671
wellington,0.005059283073745344,0.025170795240541322
dr,0.005065093274184578,0.025003899744276227
biochem,0.0050674790787714145,0.02493564653247807
vb6,0.005067773399388135,0.02492723778365137
asp,0.005068622153635138,0.024903002597445177
scorecard,0.005071554146954582,0.02481943987563091
tram,0.005074817365536452,0.024726722782571455
wifi,0.0050835463838897876,0.024480180411992583
opd,0.00508559513037001,0.024422625228437942
metallic,0.005086650751104982,0.0243930156081242
fixed,0.005088237089071227,0.02434857814868637
transportation,0.005089011604579784,0.02432690745439351
pressure,0.0050890843158791065,0.024324873874223357
rcm,0.005094653156169329,0.02416956241920075
dublin,0.0050962919779546055,0.024124020747226065
swap,0.005111143942204669,0.02371467669343273
dtv,0.005111796695438096,0.023696824846563682
datawarehousing,0.00511919256141842,0.02349537174913983
efw,0.005119269326495279,0.023493288593113646
hitachi,0.005121827233567162,0.023423966859275745
savvy,0.005123331527059388,0.023383282026432528
webmethods,0.005126258514237614,0.023304295054545072
tender,0.0051323320600279165,0.023141134483660758
bangladesh,0.005132515704010417,0.023136216534877102
cdm,0.005132724274004812,0.02313063217406231
dysphagia,0.0051369426397711755,0.023017938430884174
descipline,0.005139648622577231,0.02294589935998155
archtiect,0.005139762124649725,0.022942881975683792
kyiv,0.005139762124649737,0.022942881975683792
miami,0.00513976212464975,0.022942881975683792
rica,0.005139762124649773,0.022942881975683792
reported,0.005139762124649774,0.022942881975683792
ie,0.0051399432851657115,0.022938066645481953
adelaide,0.005139943285165718,0.022938066645481953
nearly,0.005139943285165733,0.022938066645481953
interwoven,0.005139943285165749,0.022938066645481953
firework,0.005139943285165754,0.022938066645481953
revelopment,0.0051399432851657635,0.022938066645481953
interdealer,0.005139943285165774,0.022938066645481953
mvp,0.005139943285165775,0.022938066645481953
mutual,0.005139943285165779,0.022938066645481953
remit,0.005139943285165807,0.022938066645481953
reuters,0.005139943285165817,0.02293806664514712
stakeholder,0.0051542476743553665,0.02256061024705699
asia,0.005154566026632418,0.022552271517941327
sol,0.0051553566479452945,0.022531574044432883
technological,0.0051716734981366065,0.022108090839010865
neonatologist,0.005172185896145565,0.02209490507335578
objective,0.005175261124291411,0.022015912492726587
rman,0.005176175388363053,0.02199247545739572
oas,0.0051857553552413106,0.021748196693278245
rise,0.005185755355241329,0.021748196693278245
codec,0.0051873817688311685,0.021706960241538266
dependancy,0.005189671846803986,0.02164901247385304
work,0.005200067913334163,0.021387641991328636
bedfordshire,0.005200998117661735,0.021364389954055388
volvo,0.005206596841362706,0.0212249048080723
clondon,0.0052094533717996615,0.021154044050148146
recognition,0.005213663927856259,0.021049970346044677
mgmt,0.005230117317919862,0.020647552522347193
analystsap,0.005230523543158765,0.020637702480607922
solvency,0.005233960751578287,0.02055452183477379
rsm,0.005235595149753102,0.02051507196666434
hoe,0.005235595149753153,0.02051507196666434
wrig,0.0052357232492553415,0.02051198278998944
directorhealthcare,0.005235723249255345,0.02051198278998944
pave,0.005235723249255348,0.02051198278998944
belg,0.005235723249255349,0.02051198278998944
laywer,0.005235723249255351,0.02051198278998944
jvm,0.005235723249255353,0.02051198278998944
hbbd,0.005235723249255353,0.02051198278998944
proliant,0.005235723249255353,0.02051198278998944
ucits,0.005235723249255354,0.02051198278998944
rom,0.005235723249255356,0.02051198278998944
cli,0.005235723249255357,0.02051198278998944
clerkenwell,0.005235723249255358,0.02051198278998944
spai,0.005235723249255358,0.02051198278998944
webfiltering,0.005235723249255359,0.02051198278998944
ital,0.005235723249255359,0.02051198278998944
worldleading,0.00523572324925536,0.02051198278998944
designunigraphics,0.0052357232492553606,0.02051198278998944
nxcontractsouth,0.0052357232492553606,0.02051198278998944
spearhead,0.0052357232492553606,0.02051198278998944
quants,0.0052357232492553606,0.02051198278998944
brocade,0.0052357232492553606,0.02051198278998944
recruitmentharrogate,0.005235723249255361,0.02051198278998944
ndsv,0.005235723249255363,0.02051198278998944
dsv,0.005235723249255363,0.02051198278998944
funct,0.005235723249255363,0.02051198278998944
gearing,0.005235723249255364,0.02051198278998944
positon,0.005235723249255364,0.02051198278998944
solicito,0.005235723249255365,0.02051198278998944
consultany,0.005235723249255365,0.02051198278998944
lancashi,0.005235723249255365,0.02051198278998944
phenome,0.005235723249255365,0.02051198278998944
securit,0.005235723249255365,0.02051198278998944
directorconstruction,0.005235723249255366,0.02051198278998944
successfactors,0.005235723249255366,0.02051198278998944
leiter,0.005235723249255366,0.02051198278998944
wachsende,0.005235723249255366,0.02051198278998944
qualit,0.005235723249255366,0.02051198278998944
tssicherung,0.005235723249255366,0.02051198278998944
firma,0.005235723249255366,0.02051198278998944
managerenterprise,0.005235723249255367,0.02051198278998944
prt,0.005235723249255367,0.02051198278998944
marketseducation,0.005235723249255367,0.02051198278998944
otp,0.0052357232492553675,0.02051198278998944
intra,0.005235723249255368,0.02051198278998944
mobi,0.005235723249255368,0.02051198278998944
authenticati,0.005235723249255368,0.02051198278998944
fran,0.005235723249255368,0.02051198278998944
virtualiastion,0.005235723249255368,0.02051198278998944
managerradio,0.005235723249255369,0.02051198278998944
hung,0.005235723249255373,0.02051198278998944
directorsocial,0.0052357232492553744,0.02051198278998944
corep,0.005235723249255376,0.02051198278998944
esx,0.005235723249255376,0.02051198278998944
reengineer,0.005235723249255376,0.02051198278998944
hack,0.005235723249255376,0.02051198278998944
itsystems,0.005235723249255378,0.02051198278998944
outage,0.0052404847634957485,0.020397444168607556
controller,0.005241490717661905,0.020373317364655346
incident,0.0052415053522318735,0.020372966552910897
ehs,0.005244073659947861,0.020311482064736052
ci,0.005249994173034414,0.02017036317664746
integrator,0.005259044324298209,0.019956301002072484
epilepsy,0.005263585337326284,0.019849642049923812
veritas,0.0052745057470052195,0.01959517967712841
stream,0.0052758136721553035,0.019564894896768305
similar,0.005279937223107453,0.0194696822736569
simulink,0.005282083027836929,0.01942029605290806
mcse,0.005283603624260891,0.019385365450190217
russia,0.005284466305397204,0.019365572661287384
apache,0.0052933227389314625,0.019163395505965738
climate,0.00530140507316103,0.018980502346648758
nvh,0.0053057445730774,0.018882936014083092
con,0.005309525983381549,0.018798275291725453
practitoner,0.005318556663979504,0.01859743238257294
remote,0.0053220239256650224,0.018520820545377285
facility,0.0053315343823580165,0.018312095644417156
revit,0.005332912601103868,0.018282019504915672
microstrategy,0.005333598716188007,0.018267062907834846
cumbria,0.005334415215461036,0.01824927803107505
sequencer,0.005339219852750359,0.018144930835052815
br,0.005340943961550773,0.018107614194477765
manger,0.005345063074429503,0.01801873202603744
investigative,0.005347507373260457,0.017966169832155245
ccsa,0.005347507373260462,0.017966169832155245
ccse,0.005347507373260462,0.017966169832155245
coffeescript,0.005347507373260462,0.017966169832155245
responsible,0.005354029146418696,0.01782658237854699
srm,0.005361427495239498,0.017669384542403143
adoption,0.005361938445438352,0.017658573018483444
sse,0.005363822751492878,0.01761875187547891
cem,0.005366303349890227,0.01756644928126589
geomechanics,0.005366393930148235,0.017564542005459226
vmwarevdivspvtsp,0.005366393930148236,0.017564542005459226
atrium,0.0053663939301482645,0.017564542005459226
vtsp,0.005366393930148288,0.017564542005459226
farringdon,0.005366393930148316,0.017564542005459226
managerit,0.005366393930148351,0.017564542005457463
